Route Name,PassBy Station,Departure Station,Arrival Station,First Entry,Last Entry
6254,哈尔滨东,绥化,哈尔滨东,40992,41003
6603/6602,哈尔滨东,立志,哈尔滨东,39990,40014
K7008,哈尔滨东,佳木斯,哈尔滨东,42968,42972
K7017,哈尔滨东,哈尔滨东,乌伊岭,42729,42744
K7018,哈尔滨东,乌伊岭,哈尔滨东,42745,42761
K7020,哈尔滨东,鹤北,哈尔滨东,41332,41345
K7023,哈尔滨东,哈尔滨东,绥芬河,35978,35985
K7024,哈尔滨东,绥芬河,哈尔滨东,35986,35994
K7025,哈尔滨东,哈尔滨东,七台河,39425,39433
K7026,哈尔滨东,七台河,哈尔滨东,39434,39443
K7027,哈尔滨东,哈尔滨东,密山,41167,41179
K7028,哈尔滨东,密山,哈尔滨东,41180,41189
K7033,哈尔滨东,哈尔滨东,黑河,41486,41490
K7034,哈尔滨东,黑河,哈尔滨东,41491,41495
K7035,哈尔滨东,哈尔滨东,黑河,41496,41506
K7036,哈尔滨东,黑河,哈尔滨东,41507,41518
K7041,哈尔滨东,哈尔滨东,漠河,39750,39775
K7047,哈尔滨东,哈尔滨东,亚布力南,42973,42977
K7048,哈尔滨东,亚布力南,哈尔滨东,42978,42982
K7049,哈尔滨东,哈尔滨东,加格达奇,42072,42086
K7050,哈尔滨东,加格达奇,哈尔滨东,40036,40055
K7058/K7060,哈尔滨东,满洲里,哈尔滨东,40056,40075
K7059/K7057,哈尔滨东,哈尔滨东,满洲里,40076,40097
K7065,哈尔滨东,哈尔滨东,抚远,41862,41884
K7066,哈尔滨东,抚远,哈尔滨东,42148,42171
K7075,哈尔滨东,哈尔滨东,鸡西,42772,42776
K7091,哈尔滨东,哈尔滨东,满洲里,41900,41910
K7131,哈尔滨东,哈尔滨东,双鸭山,42492,42501
K7173,哈尔滨东,哈尔滨,鸡西,42781,42786
K7176,哈尔滨东,扎兰屯,哈尔滨东,40301,40312
K7191,哈尔滨东,哈尔滨东,海拉尔,40313,40330
K7192,哈尔滨东,海拉尔,哈尔滨东,40519,40536
K7203,哈尔滨东,哈尔滨东,佳木斯,42787,42791
K7209,哈尔滨东,哈尔滨东,北安,41004,41020
K7217,哈尔滨东,五常,哈尔滨东,41552,41558
K7218,哈尔滨东,哈尔滨东,五常,40650,40657
K7225,哈尔滨东,哈尔滨东,七台河,41743,41748
K7226,哈尔滨东,七台河,哈尔滨东,39547,39563
K7229,哈尔滨东,哈尔滨东,佳木斯,42983,42990
K7230,哈尔滨东,佳木斯,哈尔滨东,42991,42999
K7241,哈尔滨东,五常,哈尔滨东,40658,40665
K7242,哈尔滨东,哈尔滨东,五常,40666,40672
K7285,哈尔滨东,哈尔滨东,齐齐哈尔,40343,40348
K7286,哈尔滨东,齐齐哈尔,哈尔滨东,40349,40359
L444,哈尔滨东,牡丹江,天津,39268,39294
L7209,哈尔滨东,哈尔滨东,北安,41539,41551
L7210,哈尔滨东,北安,哈尔滨东,41025,41040
T317,哈尔滨东,北京,哈尔滨东,13446,13453
T318,哈尔滨东,哈尔滨东,北京,13454,13461
T5001,哈尔滨东,哈尔滨东,齐齐哈尔,42132,42135
T5201,哈尔滨东,哈尔滨东,齐齐哈尔,42139,42141
T5204,哈尔滨东,齐齐哈尔,哈尔滨东,41963,41965
D101,哈尔滨西,北京,哈尔滨西,11213,11223
D102,哈尔滨西,哈尔滨西,北京,11224,11235
D1301,哈尔滨西,大连北,哈尔滨西,43000,43006
D1302,哈尔滨西,哈尔滨西,大连北,43007,43014
D1303,哈尔滨西,大连北,哈尔滨西,43015,43024
D1304,哈尔滨西,哈尔滨西,大连北,43025,43032
D1305,哈尔滨西,大连北,哈尔滨西,43033,43040
D1306,哈尔滨西,哈尔滨西,大连北,43041,43050
D1307,哈尔滨西,大连北,哈尔滨西,43051,43061
D1308,哈尔滨西,哈尔滨西,大连北,43062,43072
D1309,哈尔滨西,大连北,哈尔滨西,43073,43083
D1310,哈尔滨西,哈尔滨西,大连北,43084,43094
D1311,哈尔滨西,大连北,哈尔滨西,43095,43104
D1312,哈尔滨西,哈尔滨西,大连北,43105,43116
D1313,哈尔滨西,大连北,哈尔滨西,43117,43124
D1314,哈尔滨西,哈尔滨西,大连北,43125,43131
D1315,哈尔滨西,大连北,哈尔滨西,43132,43141
D1316,哈尔滨西,哈尔滨西,大连北,43142,43149
D1317,哈尔滨西,大连北,哈尔滨西,43150,43158
D1318,哈尔滨西,哈尔滨西,大连北,43159,43167
D1319,哈尔滨西,大连北,哈尔滨西,43168,43176
D1320,哈尔滨西,哈尔滨西,大连北,43177,43184
D1321,哈尔滨西,大连北,哈尔滨西,43185,43195
D1322,哈尔滨西,哈尔滨西,大连北,43196,43205
D1323,哈尔滨西,大连北,哈尔滨西,43206,43216
D1324,哈尔滨西,哈尔滨西,大连北,43217,43223
D1325,哈尔滨西,大连北,哈尔滨西,43224,43232
D1326,哈尔滨西,哈尔滨西,大连北,43233,43241
D1327,哈尔滨西,大连北,哈尔滨西,43242,43249
D1328,哈尔滨西,哈尔滨西,大连北,43250,43257
D1351,哈尔滨西,沈阳北,哈尔滨西,43258,43264
D1352,哈尔滨西,哈尔滨西,沈阳北,43265,43268
D1353,哈尔滨西,沈阳北,哈尔滨西,43269,43276
D1354,哈尔滨西,哈尔滨西,沈阳北,43277,43282
D1355,哈尔滨西,沈阳北,哈尔滨西,43283,43288
D1382/D1383,哈尔滨西,哈尔滨西,吉林,43289,43294
D1384/D1381,哈尔滨西,吉林,哈尔滨西,43295,43299
D1392/D1393,哈尔滨西,哈尔滨西,吉林,43300,43303
D1394/D1391,哈尔滨西,吉林,哈尔滨西,43304,43308
D1401,哈尔滨西,长春,哈尔滨西,43309,43311
D1402,哈尔滨西,哈尔滨西,长春,43312,43316
D1403,哈尔滨西,长春,哈尔滨西,43317,43321
D1404,哈尔滨西,哈尔滨西,长春,43322,43324
D1406,哈尔滨西,哈尔滨西,长春西,43325,43327
D25,哈尔滨西,北京,哈尔滨西,11345,11357
D2581,哈尔滨西,北京南,哈尔滨西,14374,14391
D2583,哈尔滨西,北京南,哈尔滨西,14392,14400
D2585,哈尔滨西,北京南,哈尔滨西,14401,14418
D2586,哈尔滨西,哈尔滨西,北京南,14419,14432
D26,哈尔滨西,哈尔滨西,北京,11358,11366
D27,哈尔滨西,北京,哈尔滨西,11367,11376
D28,哈尔滨西,哈尔滨西,北京,11377,11387
D29,哈尔滨西,北京,哈尔滨西,11388,11397
D30,哈尔滨西,哈尔滨西,北京,11405,11413
D601,哈尔滨西,北京,哈尔滨西,11539,11547
D602,哈尔滨西,哈尔滨西,北京,11548,11553
D603,哈尔滨西,北京,哈尔滨西,11554,11560
D604,哈尔滨西,哈尔滨西,北京,11561,11564
D605,哈尔滨西,北京,哈尔滨西,11565,11578
D606,哈尔滨西,哈尔滨西,北京,11579,11584
D607,哈尔滨西,北京,哈尔滨西,11585,11595
D608,哈尔滨西,哈尔滨西,北京,11596,11607
G1202/G1203,哈尔滨西,哈尔滨西,上海虹桥,37111,37134
G1204/G1201,哈尔滨西,上海虹桥,哈尔滨西,4010,4032
G1206/G1207,哈尔滨西,哈尔滨西,青岛北,38127,38145
G1208/G1205,哈尔滨西,青岛北,哈尔滨西,38996,39014
G2582,哈尔滨西,哈尔滨西,北京南,14995,15006
G2584,哈尔滨西,哈尔滨西,北京南,15007,15015
G373,哈尔滨西,天津西,哈尔滨西,37209,37220
G374,哈尔滨西,哈尔滨西,天津西,39054,39065
G381,哈尔滨西,北京南,哈尔滨西,15060,15070
G382,哈尔滨西,哈尔滨西,北京南,15071,15081
2124/2125,海北,丹东,齐齐哈尔,41393,41426
6209,海北,哈尔滨,北安,40860,40882
6210,海北,北安,哈尔滨东,40883,40901
K7110/K7111,海北,北安,牡丹江,39481,39509
K7112/K7109,海北,牡丹江,北安,39510,39539
K7209,海北,哈尔滨东,北安,41004,41020
L7209,海北,哈尔滨东,北安,41539,41551
6007,海浪,鹿道,牡丹江,42211,42221
6008,海浪,牡丹江,鹿道,42222,42232
6241,海浪,东京城,牡丹江,42233,42240
6242,海浪,牡丹江,东京城,42241,42248
6243,海浪,东京城,牡丹江,42249,42255
6244,海浪,牡丹江,东京城,42256,42262
2051,海林,大连,牡丹江,42576,42599
2052,海林,牡丹江,大连,39316,39341
2728,海林,绥芬河,大连,35952,35977
6217,海林,一面坡,牡丹江,40673,40685
6218,海林,牡丹江,一面坡,40686,40698
6286/6287,海林,牡丹江,长汀镇,40699,40703
6288/6285,海林,长汀镇,牡丹江,40704,40708
K1452/K1449,海林,牡丹江,日照,37879,37912
K265,海林,北京,牡丹江,12107,12124
K266,海林,牡丹江,北京,12125,12149
K7053,海林,哈尔滨,牡丹江,39444,39452
K7106/K7107,海林,牡丹江,加格达奇,41918,41931
K7108,海林,讷河,牡丹江,42539,42546
K7108/K7105,海林,加格达奇,牡丹江,41932,41944
K7110/K7111,海林,北安,牡丹江,39481,39509
K7112/K7109,海林,牡丹江,北安,39510,39539
K7154/K7155,海林,齐齐哈尔,密山,40270,40291
K7156/K7153,海林,密山,齐齐哈尔,41789,41804
K7226,海林,七台河,哈尔滨东,39547,39563
L443,海林,天津,牡丹江,39246,39267
L444,海林,牡丹江,天津,39268,39294
2123/2126,海伦,齐齐哈尔,丹东,41365,41392
2124/2125,海伦,丹东,齐齐哈尔,41393,41426
4031,海伦,哈尔滨东,黑河,40811,40833
4032,海伦,黑河,哈尔滨东,40834,40859
6209,海伦,哈尔滨,北安,40860,40882
6210,海伦,北安,哈尔滨东,40883,40901
K7035,海伦,哈尔滨东,黑河,41496,41506
K7036,海伦,黑河,哈尔滨东,41507,41518
K7110/K7111,海伦,北安,牡丹江,39481,39509
K7112/K7109,海伦,牡丹江,北安,39510,39539
K7209,海伦,哈尔滨东,北安,41004,41020
K7210,海伦,北安,哈尔滨,41519,41526
K7235,海伦,哈尔滨,海伦,42792,42798
K7236,海伦,海伦,哈尔滨,42799,42807
L7081/L7084,海伦,哈尔滨,齐齐哈尔,41527,41538
L7209,海伦,哈尔滨东,北安,41539,41551
L7210,海伦,北安,哈尔滨东,41025,41040
K7065,寒葱沟,哈尔滨东,抚远,41862,41884
K7066,寒葱沟,抚远,哈尔滨东,42148,42171
1490,浩良河,佳木斯,天津,39084,39109
2095,浩良河,盘锦,佳木斯,42600,42625
2096,浩良河,佳木斯,盘锦,41810,41840
K1227,浩良河,沈阳,佳木斯,41841,41861
K1228,浩良河,佳木斯,沈阳,42644,42659
K1392/K1393,浩良河,烟台,佳木斯,37253,37294
K1394/K1391,浩良河,佳木斯,烟台,37295,37337
K339,浩良河,北京,佳木斯,12255,12282
K7062/K7063,浩良河,齐齐哈尔,佳木斯,40098,40122
K7064/K7061,浩良河,佳木斯,齐齐哈尔,40123,40150
K7119/K7121,浩良河,哈尔滨,鹤北,41346,41355
K7132,浩良河,双鸭山,哈尔滨,42502,42512
K7230,浩良河,佳木斯,哈尔滨东,42991,42999
6291,鹤北,佳木斯,鹤北,41196,41204
6292,鹤北,鹤北,佳木斯,41205,41213
K7019,鹤北,哈尔滨,鹤北,41221,41229
K7020,鹤北,鹤北,哈尔滨东,41332,41345
K7119/K7121,鹤北,哈尔滨,鹤北,41346,41355
K7122/K7120,鹤北,鹤北,哈尔滨,41356,41364
4189,鹤岗,佳木斯,鹤岗,43328,43333
4190,鹤岗,鹤岗,佳木斯,41190,41195
6291,鹤岗,佳木斯,鹤北,41196,41204
6292,鹤岗,鹤北,佳木斯,41205,41213
6297,鹤岗,佳木斯,鹤岗,41214,41220
6298,鹤岗,鹤岗,佳木斯,43334,43337
K7019,鹤岗,哈尔滨,鹤北,41221,41229
K7020,鹤岗,鹤北,哈尔滨东,41332,41345
K7119/K7121,鹤岗,哈尔滨,鹤北,41346,41355
K7122/K7120,鹤岗,鹤北,哈尔滨,41356,41364
6235,黑岗,齐齐哈尔,海拉尔,40376,40407
6236,黑岗,海拉尔,齐齐哈尔,40408,40437
4031,黑河,哈尔滨东,黑河,40811,40833
4032,黑河,黑河,哈尔滨东,40834,40859
4083,黑河,齐齐哈尔,黑河,41442,41460
4084,黑河,黑河,齐齐哈尔,41461,41485
K7033,黑河,哈尔滨东,黑河,41486,41490
K7034,黑河,黑河,哈尔滨东,41491,41495
K7035,黑河,哈尔滨东,黑河,41496,41506
K7036,黑河,黑河,哈尔滨东,41507,41518
6223,黑台,牡丹江,虎林,41116,41141
6224,黑台,虎林,牡丹江,41142,41166
K7027,黑台,哈尔滨东,密山,41167,41179
K7077,黑台,牡丹江,东方红,41776,41788
K7078,黑台,东方红,牡丹江,41319,41331
4189,鹤立,佳木斯,鹤岗,43328,43333
4190,鹤立,鹤岗,佳木斯,41190,41195
6291,鹤立,佳木斯,鹤北,41196,41204
6292,鹤立,鹤北,佳木斯,41205,41213
6297,鹤立,佳木斯,鹤岗,41214,41220
6298,鹤立,鹤岗,佳木斯,43334,43337
K7019,鹤立,哈尔滨,鹤北,41221,41229
K7020,鹤立,鹤北,哈尔滨东,41332,41345
2051,横道河子,大连,牡丹江,42576,42599
2727,横道河子,大连,绥芬河,35925,35951
2728,横道河子,绥芬河,大连,35952,35977
6217,横道河子,一面坡,牡丹江,40673,40685
6218,横道河子,牡丹江,一面坡,40686,40698
K7026,横道河子,七台河,哈尔滨东,39434,39443
K7053,横道河子,哈尔滨,牡丹江,39444,39452
K7110/K7111,横道河子,北安,牡丹江,39481,39509
K7112/K7109,横道河子,牡丹江,北安,39510,39539
K7226,横道河子,七台河,哈尔滨东,39547,39563
L423,横道河子,北京,牡丹江,13068,13093
L444,横道河子,牡丹江,天津,39268,39294
4075,恒地营,哈尔滨东,嫩江,39881,39911
4076,恒地营,嫩江,哈尔滨东,39912,39939
6245,恒地营,齐齐哈尔,古莲,39662,39724
6250,恒地营,加格达奇,齐齐哈尔,40709,40747
6957,恒地营,齐齐哈尔,碧水,41636,41668
6958,恒地营,碧水,齐齐哈尔,41669,41708
2061,鹤山,大连,加格达奇,42263,42301
4075,鹤山,哈尔滨东,嫩江,39881,39911
4076,鹤山,嫩江,哈尔滨东,39912,39939
6245,鹤山,齐齐哈尔,古莲,39662,39724
6250,鹤山,加格达奇,齐齐哈尔,40709,40747
6958,鹤山,碧水,齐齐哈尔,41669,41708
2727,红房子,大连,绥芬河,35925,35951
K7024,红房子,绥芬河,哈尔滨东,35986,35994
K7065,洪河,哈尔滨东,抚远,41862,41884
K7066,洪河,抚远,哈尔滨东,42148,42171
2668,红旗营,漠河,沈阳,39613,39661
K7058/K7060,红旗营,满洲里,哈尔滨东,40056,40075
K7192,红旗营,海拉尔,哈尔滨东,40519,40536
6229,红山,哈尔滨东,乌伊岭,40902,40941
6230,红山,乌伊岭,哈尔滨东,40942,40979
6967,红山,伊春,乌伊岭,43338,43343
6968,红山,乌伊岭,伊春,43344,43350
K7017,红山,哈尔滨东,乌伊岭,42729,42744
K7018,红山,乌伊岭,哈尔滨东,42745,42761
6957,宏图,齐齐哈尔,碧水,41636,41668
6958,宏图,碧水,齐齐哈尔,41669,41708
6229,红星,哈尔滨东,乌伊岭,40902,40941
6230,红星,乌伊岭,哈尔滨东,40942,40979
6967,红星,伊春,乌伊岭,43338,43343
6968,红星,乌伊岭,伊春,43344,43350
K7017,红星,哈尔滨东,乌伊岭,42729,42744
K7018,红星,乌伊岭,哈尔滨东,42745,42761
4135,红兴隆,佳木斯,前进镇,41559,41575
4136,红兴隆,前进镇,佳木斯,41576,41589
K7065,红兴隆,哈尔滨东,抚远,41862,41884
K7066,红兴隆,抚远,哈尔滨东,42148,42171
K7135,红兴隆,佳木斯,建三江,42369,42378
K7136,红兴隆,建三江,佳木斯,42379,42386
4171/4169,桦林,牡丹江,双鸭山,40748,40779
4173,桦林,牡丹江,佳木斯,41252,41262
6251,桦林,牡丹江,鸡西,41285,41301
6252,桦林,鸡西,牡丹江,41302,41318
4170/4172,桦南,双鸭山,牡丹江,41230,41251
4171/4169,桦南,牡丹江,双鸭山,40748,40779
4174,桦南,佳木斯,牡丹江,41263,41284
6215,桦南,桦南,佳木斯,40780,40785
6216,桦南,佳木斯,桦南,41805,41809
6282/6283,桦南,佳木斯,七台河,40786,40797
6284/6281,桦南,七台河,佳木斯,40798,40810
K7265,桦南,牡丹江,佳木斯,41749,41760
K7266,桦南,佳木斯,牡丹江,41761,41771
4135,换新天,佳木斯,前进镇,41559,41575
4136,换新天,前进镇,佳木斯,41576,41589
K7065,换新天,哈尔滨东,抚远,41862,41884
K7066,换新天,抚远,哈尔滨东,42148,42171
2690/2688/2685,虎尔虎拉,满洲里,丹东,41041,41076
6235,虎尔虎拉,齐齐哈尔,海拉尔,40376,40407
6236,虎尔虎拉,海拉尔,齐齐哈尔,40408,40437
6255,虎尔虎拉,齐齐哈尔,卧牛河,40438,40452
6256,虎尔虎拉,卧牛河,齐齐哈尔,40453,40467
L7235,虎尔虎拉,齐齐哈尔,碾子山,40551,40558
6217,虎峰,一面坡,牡丹江,40673,40685
6218,虎峰,牡丹江,一面坡,40686,40698
1489,呼兰,天津,佳木斯,38952,38976
2096,呼兰,佳木斯,盘锦,41810,41840
4031,呼兰,哈尔滨东,黑河,40811,40833
4032,呼兰,黑河,哈尔滨东,40834,40859
4137,呼兰,哈尔滨,双鸭山,42483,42491
4138,呼兰,双鸭山,哈尔滨,41614,41622
6209,呼兰,哈尔滨,北安,40860,40882
6210,呼兰,北安,哈尔滨东,40883,40901
6229,呼兰,哈尔滨东,乌伊岭,40902,40941
6230,呼兰,乌伊岭,哈尔滨东,40942,40979
6253,呼兰,哈尔滨东,绥化,40980,40991
6254,呼兰,绥化,哈尔滨东,40992,41003
K340,呼兰,佳木斯,北京,12283,12310
K7020,呼兰,鹤北,哈尔滨东,41332,41345
K7032,呼兰,绥化,哈尔滨,41630,41635
K7062/K7063,呼兰,齐齐哈尔,佳木斯,40098,40122
K7064/K7061,呼兰,佳木斯,齐齐哈尔,40123,40150
K7066,呼兰,抚远,哈尔滨东,42148,42171
K7110/K7111,呼兰,北安,牡丹江,39481,39509
K7112/K7109,呼兰,牡丹江,北安,39510,39539
K7124/K7125,呼兰,齐齐哈尔,伊春,40228,40250
K7126/K7123,呼兰,伊春,齐齐哈尔,40251,40269
K7209,呼兰,哈尔滨东,北安,41004,41020
K7210,呼兰,北安,哈尔滨,41519,41526
K7229,呼兰,哈尔滨东,佳木斯,42983,42990
K7235,呼兰,哈尔滨,海伦,42792,42798
K7236,呼兰,海伦,哈尔滨,42799,42807
K7259,呼兰,哈尔滨,绥化,41021,41024
K7260,呼兰,绥化,哈尔滨,42808,42813
K929,呼兰,大连,佳木斯,42814,42840
K930,呼兰,佳木斯,大连,42841,42865
L7081/L7084,呼兰,哈尔滨,齐齐哈尔,41527,41538
L7210,呼兰,北安,哈尔滨东,41025,41040
L813,呼兰,北京,佳木斯,13156,13180
4041,虎林,哈尔滨东,虎林,39342,39357
4042,虎林,虎林,哈尔滨东,39358,39378
6223,虎林,牡丹江,虎林,41116,41141
6224,虎林,虎林,牡丹江,41142,41166
K7077,虎林,牡丹江,东方红,41776,41788
K7078,虎林,东方红,牡丹江,41319,41331
K7081,虎林,哈尔滨,东方红,39453,39465
K7082,虎林,东方红,哈尔滨,39466,39480
4170/4172,虎山,双鸭山,牡丹江,41230,41251
4171/4169,虎山,牡丹江,双鸭山,40748,40779
4174,虎山,佳木斯,牡丹江,41263,41284
6957,呼源,齐齐哈尔,碧水,41636,41668
6958,呼源,碧水,齐齐哈尔,41669,41708
6957,呼中,齐齐哈尔,碧水,41636,41668
6958,呼中,碧水,齐齐哈尔,41669,41708
6282/6283,互助,佳木斯,七台河,40786,40797
6284/6281,互助,七台河,佳木斯,40798,40810
K7025,互助,哈尔滨东,七台河,39425,39433
1489,佳木斯,天津,佳木斯,38952,38976
1490,佳木斯,佳木斯,天津,39084,39109
2095,佳木斯,盘锦,佳木斯,42600,42625
2096,佳木斯,佳木斯,盘锦,41810,41840
4135,佳木斯,佳木斯,前进镇,41559,41575
4136,佳木斯,前进镇,佳木斯,41576,41589
4137,佳木斯,哈尔滨,双鸭山,42483,42491
4138,佳木斯,双鸭山,哈尔滨,41614,41622
4170/4172,佳木斯,双鸭山,牡丹江,41230,41251
4171/4169,佳木斯,牡丹江,双鸭山,40748,40779
4173,佳木斯,牡丹江,佳木斯,41252,41262
4174,佳木斯,佳木斯,牡丹江,41263,41284
4189,佳木斯,佳木斯,鹤岗,43328,43333
4190,佳木斯,鹤岗,佳木斯,41190,41195
6215,佳木斯,桦南,佳木斯,40780,40785
6216,佳木斯,佳木斯,桦南,41805,41809
6257,佳木斯,佳木斯,双鸭山,41590,41598
6258,佳木斯,双鸭山,佳木斯,41599,41605
6282/6283,佳木斯,佳木斯,七台河,40786,40797
6284/6281,佳木斯,七台河,佳木斯,40798,40810
6291,佳木斯,佳木斯,鹤北,41196,41204
6292,佳木斯,鹤北,佳木斯,41205,41213
6297,佳木斯,佳木斯,鹤岗,41214,41220
6298,佳木斯,鹤岗,佳木斯,43334,43337
K1227,佳木斯,沈阳,佳木斯,41841,41861
K1228,佳木斯,佳木斯,沈阳,42644,42659
K1392/K1393,佳木斯,烟台,佳木斯,37253,37294
K1394/K1391,佳木斯,佳木斯,烟台,37295,37337
K2265,佳木斯,北京,佳木斯,12042,12060
K2266,佳木斯,佳木斯,北京,12061,12084
K339,佳木斯,北京,佳木斯,12255,12282
K340,佳木斯,佳木斯,北京,12283,12310
K7005,佳木斯,哈尔滨,佳木斯,42719,42723
K7006,佳木斯,佳木斯,哈尔滨,42724,42728
K7007,佳木斯,哈尔滨,佳木斯,41623,41629
K7008,佳木斯,佳木斯,哈尔滨东,42968,42972
K7062/K7063,佳木斯,齐齐哈尔,佳木斯,40098,40122
K7064/K7061,佳木斯,佳木斯,齐齐哈尔,40123,40150
K7065,佳木斯,哈尔滨东,抚远,41862,41884
K7066,佳木斯,抚远,哈尔滨东,42148,42171
K7087,佳木斯,佳木斯,双鸭山,41606,41613
K7088,佳木斯,双鸭山,佳木斯,42364,42368
K7119/K7121,佳木斯,哈尔滨,鹤北,41346,41355
K7122/K7120,佳木斯,鹤北,哈尔滨,41356,41364
K7131,佳木斯,哈尔滨东,双鸭山,42492,42501
K7132,佳木斯,双鸭山,哈尔滨,42502,42512
K7135,佳木斯,佳木斯,建三江,42369,42378
K7136,佳木斯,建三江,佳木斯,42379,42386
K7203,佳木斯,哈尔滨东,佳木斯,42787,42791
K7204,佳木斯,佳木斯,哈尔滨,41885,41891
K7229,佳木斯,哈尔滨东,佳木斯,42983,42990
K7230,佳木斯,佳木斯,哈尔滨东,42991,42999
K7265,佳木斯,牡丹江,佳木斯,41749,41760
K7266,佳木斯,佳木斯,牡丹江,41761,41771
K929,佳木斯,大连,佳木斯,42814,42840
K930,佳木斯,佳木斯,大连,42841,42865
L813,佳木斯,北京,佳木斯,13156,13180
4076,姜家,嫩江,哈尔滨东,39912,39939
6213,姜家,哈尔滨东,大庆西,39940,39952
6214,姜家,大庆西,滨江,39953,39965
6601/6604,姜家,哈尔滨,立志,39966,39989
6603/6602,姜家,立志,哈尔滨东,39990,40014
K7016,姜家,齐齐哈尔,哈尔滨,40023,40035
K7058/K7060,姜家,满洲里,哈尔滨东,40056,40075
1051,江桥,天津,齐齐哈尔,36966,36989
2170,江桥,齐齐哈尔,大连,43351,43374
4095,江桥,泰来,齐齐哈尔,18714,18722
4096,江桥,齐齐哈尔,泰来,18723,18729
6277,江桥,泰来,齐齐哈尔,18730,18737
6278,江桥,齐齐哈尔,泰来,18738,18745
K497,江桥,北京,加格达奇,12480,12509
K549,江桥,大连,齐齐哈尔,43375,43390
K550,江桥,齐齐哈尔,大连,43391,43407
L1001,江桥,北京,齐齐哈尔,12875,12896
L1002,江桥,齐齐哈尔,北京,12897,12917
L1006/L1003,江桥,包头,海拉尔,42450,42482
L7249,江桥,泰来,齐齐哈尔,18746,18753
L7250,江桥,齐齐哈尔,泰来,18754,18759
4135,建三江,佳木斯,前进镇,41559,41575
4136,建三江,前进镇,佳木斯,41576,41589
